,candidate,key,final_lse,n_subtypes,scalar_K,mean_s,mean_f_cluster0,mean_f_cluster1,subtype0_count,subtype1_count,rank
262,42,PPMI_subtyping_42,757.0172105646052,2,4.535745218446985,0.8480462708032225,0.03263571078651041,0.08364530164634089,116,0,263
263,24,PPMI_subtyping_24,757.4258812892405,2,4.746892767102005,0.8242424880901156,0.033447131886664656,0.10198355529904746,116,0,264
264,53,PPMI_subtyping_53,757.8246510876327,2,5.910642852611861,0.8297932731099406,0.020704749017365274,0.0857803965647219,116,0,265
265,7,PPMI_subtyping_7,758.1018498807738,2,4.440269056170641,0.8264547742874618,0.06167847851367342,0.0907321393281791,116,0,266
266,118,PPMI_subtyping_grid_118_lambda_f0p500_lambda_cog0p100_lambda_scalar0p300_lambda_jsd0p050_lambda_beta0p150,758.1511805328843,2,0.0,0.5734113573281641,0.1413778621131457,0.03412879113396153,116,0,267
267,6,PPMI_subtyping_6,758.2130108875837,2,4.539598353710832,0.8257006502340681,0.03368461913009127,0.07019558610108971,116,0,268
268,61,PPMI_subtyping_61,759.4503021483508,2,3.9792921052138923,0.8318018969385913,0.04630339326928072,0.08141963678761266,116,0,269
269,48,PPMI_subtyping_48,759.6402293528658,2,4.149222139113545,0.8278720211205252,0.041312153381962625,0.0939561507562766,116,0,270
270,40,PPMI_subtyping_40,759.7133382832584,2,7.146429995623595,0.8506676028035384,0.010306686793470106,0.004437249682870147,115,1,271
271,38,PPMI_subtyping_38,759.8000506923228,2,4.879869211055947,0.8360092073219982,0.02635057893325583,0.08879869591552003,116,0,272
272,32,PPMI_subtyping_32,761.3833425777628,2,6.1092735897514405,0.8562811175145112,0.011573315932421483,0.006127434135654389,115,1,273
273,45,PPMI_subtyping_45,761.8936294968098,2,5.025104994606501,0.6756596213950299,0.026559319272149225,0.0989873555902838,116,0,274
274,142,PPMI_subtyping_grid_142_lambda_f0p500_lambda_cog0p100_lambda_scalar0p500_lambda_jsd0p150_lambda_beta0p150,761.9967868334156,2,0.0,0.5675143671720678,0.15118093903101637,0.0740950535121653,115,1,275
